date,commodity,market,district,min_price,max_price,modal_price,arrivals_quintals
2026-03-04,Onion,Pimpalgaon,Nashik,2295.3,2640.9,2468.1,14397.0
2026-03-05,Onion,Pimpalgaon,Nashik,2324.6,2674.6,2499.6,12433.0
2026-03-06,Onion,Pimpalgaon,Nashik,2298.6,2644.6,2471.6,20648.0
2026-03-07,Onion,Pimpalgaon,Nashik,2353.0,2707.2,2530.1,11372.0
2026-03-09,Onion,Pimpalgaon,Nashik,2286.3,2630.5,2458.4,14765.0
2026-03-10,Onion,Pimpalgaon,Nashik,2231.9,2567.9,2399.9,12007.0
2026-03-11,Onion,Pimpalgaon,Nashik,2186.3,2515.5,2350.9,14172.0
2026-03-12,Onion,Pimpalgaon,Nashik,2249.0,2587.6,2418.3,19291.0
2026-03-13,Onion,Pimpalgaon,Nashik,2353.1,2707.3,2530.2,8195.0
2026-03-14,Onion,Pimpalgaon,Nashik,2350.9,2704.9,2527.9,19534.0
2026-03-16,Onion,Pimpalgaon,Nashik,2311.3,2659.3,2485.3,14851.0
2026-03-17,Onion,Pimpalgaon,Nashik,2337.1,2688.9,2513.0,13574.0
2026-03-18,Onion,Pimpalgaon,Nashik,2348.3,2701.9,2525.1,11023.0
2026-03-21,Onion,Pimpalgaon,Nashik,2287.0,2631.2,2459.1,16516.0
2026-03-23,Onion,Pimpalgaon,Nashik,2170.5,2497.3,2333.9,12745.0
2026-03-24,Onion,Pimpalgaon,Nashik,2223.0,2557.6,2390.3,16211.0
2026-03-25,Onion,Pimpalgaon,Nashik,2192.7,2522.7,2357.7,17194.0
2026-03-26,Onion,Pimpalgaon,Nashik,2265.3,2606.3,2435.8,19612.0
2026-03-27,Onion,Pimpalgaon,Nashik,2261.3,2601.7,2431.5,11012.0
2026-03-28,Onion,Pimpalgaon,Nashik,2313.2,2661.4,2487.3,11824.0
2026-03-30,Onion,Pimpalgaon,Nashik,2249.8,2588.4,2419.1,10460.0
2026-03-31,Onion,Pimpalgaon,Nashik,2222.0,2556.6,2389.3,17933.0
2026-04-01,Onion,Pimpalgaon,Nashik,2314.0,2662.4,2488.2,12753.0
2026-04-02,Onion,Pimpalgaon,Nashik,2335.6,2687.2,2511.4,16434.0
2026-04-03,Onion,Pimpalgaon,Nashik,2386.7,2745.9,2566.3,8956.0
2026-04-04,Onion,Pimpalgaon,Nashik,2395.3,2755.9,2575.6,15099.0
2026-04-06,Onion,Pimpalgaon,Nashik,2334.0,2685.4,2509.7,14152.0
2026-04-07,Onion,Pimpalgaon,Nashik,2294.6,2640.0,2467.3,20689.0
2026-04-08,Onion,Pimpalgaon,Nashik,2427.6,2793.0,2610.3,19385.0
2026-04-09,Onion,Pimpalgaon,Nashik,2388.2,2747.8,2568.0,9080.0
2026-04-10,Onion,Pimpalgaon,Nashik,2375.6,2733.2,2554.4,19327.0
2026-04-11,Onion,Pimpalgaon,Nashik,2324.0,2673.8,2498.9,21260.0
2026-04-13,Onion,Pimpalgaon,Nashik,2306.3,2653.5,2479.9,20674.0
2026-04-14,Onion,Pimpalgaon,Nashik,2284.5,2628.3,2456.4,8395.0
2026-04-15,Onion,Pimpalgaon,Nashik,2355.1,2709.7,2532.4,15683.0
2026-04-17,Onion,Pimpalgaon,Nashik,2474.9,2847.5,2661.2,13466.0
2026-04-20,Onion,Pimpalgaon,Nashik,2584.7,2973.7,2779.2,11546.0
2026-04-21,Onion,Pimpalgaon,Nashik,2704.7,3111.9,2908.3,20940.0
2026-04-22,Onion,Pimpalgaon,Nashik,2596.2,2987.0,2791.6,17657.0
2026-04-23,Onion,Pimpalgaon,Nashik,2685.6,3089.8,2887.7,16506.0
2026-04-24,Onion,Pimpalgaon,Nashik,2747.7,3161.3,2954.5,15412.0
2026-04-25,Onion,Pimpalgaon,Nashik,2732.6,3144.0,2938.3,9717.0
2026-04-27,Onion,Pimpalgaon,Nashik,2868.4,3300.2,3084.3,10814.0
2026-04-28,Onion,Pimpalgaon,Nashik,2831.5,3257.7,3044.6,15360.0
2026-04-29,Onion,Pimpalgaon,Nashik,2912.7,3351.1,3131.9,8776.0
2026-04-30,Onion,Pimpalgaon,Nashik,2869.0,3300.8,3084.9,12240.0
2026-05-01,Onion,Pimpalgaon,Nashik,2913.8,3352.4,3133.1,17116.0
2026-05-04,Onion,Pimpalgaon,Nashik,2944.8,3388.0,3166.4,16615.0
2026-05-05,Onion,Pimpalgaon,Nashik,2872.8,3305.2,3089.0,11012.0
2026-05-06,Onion,Pimpalgaon,Nashik,2822.6,3247.4,3035.0,13608.0
2026-05-07,Onion,Pimpalgaon,Nashik,2842.0,3269.8,3055.9,18570.0
2026-05-08,Onion,Pimpalgaon,Nashik,2864.6,3295.8,3080.2,21869.0
2026-05-09,Onion,Pimpalgaon,Nashik,2823.5,3248.5,3036.0,8373.0
2026-05-11,Onion,Pimpalgaon,Nashik,2771.4,3188.6,2980.0,10120.0
2026-05-12,Onion,Pimpalgaon,Nashik,2661.0,3061.6,2861.3,10425.0
2026-05-13,Onion,Pimpalgaon,Nashik,2697.3,3103.3,2900.3,10902.0
2026-05-14,Onion,Pimpalgaon,Nashik,2643.4,3041.4,2842.4,12066.0
2026-05-15,Onion,Pimpalgaon,Nashik,2713.2,3121.6,2917.4,15435.0
2026-05-16,Onion,Pimpalgaon,Nashik,2798.6,3220.0,3009.3,14684.0
2026-05-18,Onion,Pimpalgaon,Nashik,2772.2,3189.6,2980.9,21470.0
2026-05-19,Onion,Pimpalgaon,Nashik,2706.0,3113.4,2909.7,10275.0
2026-05-20,Onion,Pimpalgaon,Nashik,2628.5,3024.1,2826.3,17370.0
2026-05-21,Onion,Pimpalgaon,Nashik,2555.5,2940.3,2747.9,12295.0
2026-05-22,Onion,Pimpalgaon,Nashik,2615.0,3008.6,2811.8,16480.0
2026-05-23,Onion,Pimpalgaon,Nashik,2623.9,3018.9,2821.4,15667.0
2026-05-25,Onion,Pimpalgaon,Nashik,2539.1,2921.3,2730.2,19430.0
2026-05-26,Onion,Pimpalgaon,Nashik,2557.7,2942.7,2750.2,18766.0
2026-05-27,Onion,Pimpalgaon,Nashik,2528.9,2909.7,2719.3,15522.0
2026-05-28,Onion,Pimpalgaon,Nashik,2530.2,2911.0,2720.6,21124.0
2026-05-29,Onion,Pimpalgaon,Nashik,2512.7,2890.9,2701.8,13632.0
2026-05-30,Onion,Pimpalgaon,Nashik,2527.6,2908.0,2717.8,10006.0
2026-06-01,Onion,Pimpalgaon,Nashik,2395.1,2755.7,2575.4,14629.0
2026-06-02,Onion,Pimpalgaon,Nashik,2423.9,2788.7,2606.3,18144.0
2026-06-03,Onion,Pimpalgaon,Nashik,2425.4,2790.6,2608.0,8215.0
2026-06-04,Onion,Pimpalgaon,Nashik,2503.1,2879.9,2691.5,15179.0
2026-06-05,Onion,Pimpalgaon,Nashik,2398.3,2759.3,2578.8,16108.0
2026-06-06,Onion,Pimpalgaon,Nashik,2422.0,2786.6,2604.3,10370.0
2026-06-08,Onion,Pimpalgaon,Nashik,2302.7,2649.3,2476.0,13225.0
2026-06-09,Onion,Pimpalgaon,Nashik,2325.3,2675.3,2500.3,17436.0
2026-06-10,Onion,Pimpalgaon,Nashik,2320.4,2669.8,2495.1,17577.0
2026-06-11,Onion,Pimpalgaon,Nashik,2338.6,2690.6,2514.6,15922.0
2026-06-12,Onion,Pimpalgaon,Nashik,2410.8,2773.8,2592.3,12403.0
2026-06-13,Onion,Pimpalgaon,Nashik,2427.5,2792.9,2610.2,9959.0
2026-06-15,Onion,Pimpalgaon,Nashik,2476.3,2849.1,2662.7,17516.0
2026-06-16,Onion,Pimpalgaon,Nashik,2392.2,2752.4,2572.3,13039.0
2026-06-17,Onion,Pimpalgaon,Nashik,2384.2,2743.2,2563.7,12086.0
2026-06-18,Onion,Pimpalgaon,Nashik,2428.0,2793.6,2610.8,9077.0
2026-06-19,Onion,Pimpalgaon,Nashik,2452.4,2821.6,2637.0,19417.0
2026-06-20,Onion,Pimpalgaon,Nashik,2523.6,2903.4,2713.5,19431.0
2026-06-22,Onion,Pimpalgaon,Nashik,2486.6,2861.0,2673.8,17221.0
2026-06-23,Onion,Pimpalgaon,Nashik,2497.2,2873.2,2685.2,15517.0
2026-06-24,Onion,Pimpalgaon,Nashik,2484.6,2858.6,2671.6,15149.0
2026-06-25,Onion,Pimpalgaon,Nashik,2531.6,2912.8,2722.2,9625.0
2026-06-26,Onion,Pimpalgaon,Nashik,2522.2,2901.8,2712.0,17480.0
2026-06-29,Onion,Pimpalgaon,Nashik,2688.3,3092.9,2890.6,16558.0
2026-06-30,Onion,Pimpalgaon,Nashik,2717.0,3126.0,2921.5,13855.0
2026-07-02,Onion,Pimpalgaon,Nashik,2618.1,3012.3,2815.2,12089.0
2026-07-03,Onion,Pimpalgaon,Nashik,2510.0,2887.8,2698.9,8583.0
2026-07-04,Onion,Pimpalgaon,Nashik,2544.0,2927.0,2735.5,19350.0
2026-07-06,Onion,Pimpalgaon,Nashik,2559.9,2945.3,2752.6,9333.0
2026-07-07,Onion,Pimpalgaon,Nashik,2607.9,3000.5,2804.2,16084.0
2026-07-08,Onion,Pimpalgaon,Nashik,2720.0,3129.4,2924.7,18258.0
2026-07-09,Onion,Pimpalgaon,Nashik,2717.0,3126.0,2921.5,15926.0
2026-07-10,Onion,Pimpalgaon,Nashik,2754.8,3169.6,2962.2,17100.0
2026-07-11,Onion,Pimpalgaon,Nashik,2846.0,3274.4,3060.2,17852.0
2026-07-13,Onion,Pimpalgaon,Nashik,2843.9,3272.1,3058.0,9920.0
2026-07-14,Onion,Pimpalgaon,Nashik,2833.8,3260.4,3047.1,20039.0
2026-07-15,Onion,Pimpalgaon,Nashik,2777.7,3195.9,2986.8,16506.0
2026-07-16,Onion,Pimpalgaon,Nashik,2825.0,3250.2,3037.6,16315.0
2026-07-18,Onion,Pimpalgaon,Nashik,2899.5,3335.9,3117.7,12339.0
2026-07-20,Onion,Pimpalgaon,Nashik,3030.7,3486.9,3258.8,18369.0
2026-07-21,Onion,Pimpalgaon,Nashik,3201.2,3683.2,3442.2,20410.0
2026-07-22,Onion,Pimpalgaon,Nashik,3182.2,3661.2,3421.7,16035.0
2026-07-23,Onion,Pimpalgaon,Nashik,3178.4,3656.8,3417.6,18369.0
2026-07-24,Onion,Pimpalgaon,Nashik,3317.1,3816.5,3566.8,11952.0
2026-07-25,Onion,Pimpalgaon,Nashik,3394.7,3905.7,3650.2,20606.0
2026-07-27,Onion,Pimpalgaon,Nashik,3392.1,3902.7,3647.4,17963.0
2026-07-28,Onion,Pimpalgaon,Nashik,3405.0,3917.6,3661.3,21499.0
2026-07-29,Onion,Pimpalgaon,Nashik,3296.6,3792.8,3544.7,10301.0
2026-07-30,Onion,Pimpalgaon,Nashik,3420.8,3935.8,3678.3,9277.0
2026-07-31,Onion,Pimpalgaon,Nashik,3456.5,3976.9,3716.7,19255.0
2026-08-01,Onion,Pimpalgaon,Nashik,3396.7,3908.1,3652.4,20635.0
2026-08-04,Onion,Pimpalgaon,Nashik,3420.4,3935.4,3677.9,19128.0
2026-08-05,Onion,Pimpalgaon,Nashik,3443.4,3961.8,3702.6,15412.0
2026-08-06,Onion,Pimpalgaon,Nashik,3394.4,3905.4,3649.9,12967.0
2026-08-07,Onion,Pimpalgaon,Nashik,3385.9,3895.5,3640.7,14891.0
2026-08-08,Onion,Pimpalgaon,Nashik,3492.9,4018.7,3755.8,19820.0
2026-08-10,Onion,Pimpalgaon,Nashik,3373.9,3881.7,3627.8,10439.0
2026-08-11,Onion,Pimpalgaon,Nashik,3410.6,3924.0,3667.3,21513.0
2026-08-12,Onion,Pimpalgaon,Nashik,3371.1,3878.5,3624.8,20394.0
2026-08-13,Onion,Pimpalgaon,Nashik,3432.5,3949.3,3690.9,20384.0
2026-08-14,Onion,Pimpalgaon,Nashik,3439.5,3957.3,3698.4,21323.0
2026-08-15,Onion,Pimpalgaon,Nashik,3387.0,3896.8,3641.9,10199.0
2026-08-17,Onion,Pimpalgaon,Nashik,3311.6,3810.2,3560.9,10795.0
2026-08-18,Onion,Pimpalgaon,Nashik,3401.3,3913.3,3657.3,20397.0
2026-08-19,Onion,Pimpalgaon,Nashik,3387.4,3897.4,3642.4,19771.0
2026-08-20,Onion,Pimpalgaon,Nashik,3462.7,3983.9,3723.3,17485.0
2026-08-21,Onion,Pimpalgaon,Nashik,3242.5,3730.7,3486.6,20751.0
2026-08-22,Onion,Pimpalgaon,Nashik,3328.5,3829.5,3579.0,10075.0
2026-08-25,Onion,Pimpalgaon,Nashik,3299.7,3796.5,3548.1,9881.0
2026-08-26,Onion,Pimpalgaon,Nashik,3254.0,3743.8,3498.9,20141.0
2026-08-27,Onion,Pimpalgaon,Nashik,3342.0,3845.0,3593.5,14390.0
2026-08-28,Onion,Pimpalgaon,Nashik,3436.7,3954.1,3695.4,20187.0
2026-08-29,Onion,Pimpalgaon,Nashik,3435.1,3952.3,3693.7,17488.0
2026-08-31,Onion,Pimpalgaon,Nashik,3449.6,3968.8,3709.2,12882.0
2026-09-01,Onion,Pimpalgaon,Nashik,3338.3,3840.9,3589.6,16527.0
2026-09-02,Onion,Pimpalgaon,Nashik,3357.8,3863.2,3610.5,19276.0
