date,commodity,market,district,min_price,max_price,modal_price,arrivals_quintals
2026-02-12,Onion,Lasalgaon,Nashik,2150.3,2423.1,2273.1,21825.0
2026-02-13,Onion,Lasalgaon,Nashik,2086.1,2350.8,2205.2,25763.0
2026-02-14,Onion,Lasalgaon,Nashik,2052.7,2313.1,2169.9,19242.0
2026-02-16,Onion,Lasalgaon,Nashik,2054.0,2314.5,2171.2,26631.0
2026-02-17,Onion,Lasalgaon,Nashik,2089.1,2354.1,2208.3,18703.0
2026-02-18,Onion,Lasalgaon,Nashik,2146.7,2419.0,2269.2,28948.0
2026-02-19,Onion,Lasalgaon,Nashik,2158.8,2432.6,2282.0,16482.0
2026-02-20,Onion,Lasalgaon,Nashik,2168.7,2443.7,2292.4,34801.0
2026-02-21,Onion,Lasalgaon,Nashik,2237.8,2521.6,2365.5,26876.0
2026-02-23,Onion,Lasalgaon,Nashik,2236.2,2519.8,2363.8,29979.0
2026-02-24,Onion,Lasalgaon,Nashik,2197.8,2476.6,2323.2,31719.0
2026-02-25,Onion,Lasalgaon,Nashik,2144.4,2416.4,2266.8,24835.0
2026-02-26,Onion,Lasalgaon,Nashik,2096.1,2361.9,2215.7,23084.0
2026-02-27,Onion,Lasalgaon,Nashik,2156.3,2429.8,2279.3,23762.0
2026-02-28,Onion,Lasalgaon,Nashik,2202.4,2481.8,2328.1,29332.0
2026-03-02,Onion,Lasalgaon,Nashik,2332.3,2628.2,2465.5,26739.0
2026-03-03,Onion,Lasalgaon,Nashik,2318.3,2612.3,2450.6,30511.0
2026-03-04,Onion,Lasalgaon,Nashik,2378.1,2679.7,2513.8,23806.0
2026-03-05,Onion,Lasalgaon,Nashik,2405.5,2710.7,2542.9,32187.0
2026-03-06,Onion,Lasalgaon,Nashik,2405.6,2710.7,2542.9,23874.0
2026-03-07,Onion,Lasalgaon,Nashik,2427.8,2735.8,2566.4,32417.0
2026-03-09,Onion,Lasalgaon,Nashik,2376.8,2678.3,2512.5,18984.0
2026-03-10,Onion,Lasalgaon,Nashik,2305.2,2597.6,2436.7,24935.0
2026-03-11,Onion,Lasalgaon,Nashik,2253.8,2539.6,2382.4,27927.0
2026-03-12,Onion,Lasalgaon,Nashik,2314.9,2608.6,2447.1,31494.0
2026-03-13,Onion,Lasalgaon,Nashik,2418.7,2725.6,2556.8,22316.0
2026-03-14,Onion,Lasalgaon,Nashik,2421.2,2728.3,2559.4,19427.0
2026-03-16,Onion,Lasalgaon,Nashik,2403.0,2707.9,2540.2,23298.0
2026-03-17,Onion,Lasalgaon,Nashik,2445.8,2756.1,2585.4,34557.0
2026-03-18,Onion,Lasalgaon,Nashik,2456.3,2767.8,2596.5,30303.0
2026-03-19,Onion,Lasalgaon,Nashik,2459.4,2771.4,2599.8,15516.0
2026-03-20,Onion,Lasalgaon,Nashik,2367.8,2668.1,2502.9,33908.0
2026-03-21,Onion,Lasalgaon,Nashik,2364.8,2664.8,2499.8,16470.0
2026-03-23,Onion,Lasalgaon,Nashik,2240.6,2524.8,2368.5,24031.0
2026-03-24,Onion,Lasalgaon,Nashik,2326.7,2621.8,2459.5,31235.0
2026-03-25,Onion,Lasalgaon,Nashik,2254.3,2540.3,2383.0,26558.0
2026-03-27,Onion,Lasalgaon,Nashik,2351.9,2650.2,2486.2,15613.0
2026-03-28,Onion,Lasalgaon,Nashik,2392.5,2696.0,2529.1,24713.0
2026-03-31,Onion,Lasalgaon,Nashik,2329.3,2624.8,2462.3,26515.0
2026-04-01,Onion,Lasalgaon,Nashik,2414.6,2720.8,2552.4,22915.0
2026-04-02,Onion,Lasalgaon,Nashik,2408.6,2714.1,2546.0,17929.0
2026-04-03,Onion,Lasalgaon,Nashik,2470.5,2783.8,2611.5,27544.0
2026-04-04,Onion,Lasalgaon,Nashik,2469.5,2782.8,2610.5,32106.0
2026-04-06,Onion,Lasalgaon,Nashik,2412.1,2718.1,2549.8,19955.0
2026-04-07,Onion,Lasalgaon,Nashik,2401.5,2706.2,2538.6,29475.0
2026-04-08,Onion,Lasalgaon,Nashik,2514.8,2833.8,2658.4,22534.0
2026-04-09,Onion,Lasalgaon,Nashik,2493.4,2809.7,2635.7,19531.0
2026-04-10,Onion,Lasalgaon,Nashik,2484.5,2799.7,2626.3,31627.0
2026-04-11,Onion,Lasalgaon,Nashik,2421.7,2728.8,2559.9,31702.0
2026-04-13,Onion,Lasalgaon,Nashik,2377.1,2678.7,2512.8,30262.0
2026-04-14,Onion,Lasalgaon,Nashik,2393.0,2696.5,2529.6,34891.0
2026-04-15,Onion,Lasalgaon,Nashik,2447.1,2757.5,2586.8,20118.0
2026-04-16,Onion,Lasalgaon,Nashik,2464.3,2776.9,2605.0,26935.0
2026-04-17,Onion,Lasalgaon,Nashik,2591.8,2920.5,2739.7,34767.0
2026-04-18,Onion,Lasalgaon,Nashik,2603.3,2933.5,2751.9,21650.0
2026-04-20,Onion,Lasalgaon,Nashik,2708.1,3051.7,2862.7,34782.0
2026-04-21,Onion,Lasalgaon,Nashik,2785.0,3138.3,2944.0,24924.0
2026-04-22,Onion,Lasalgaon,Nashik,2718.0,3062.8,2873.2,27052.0
2026-04-23,Onion,Lasalgaon,Nashik,2795.3,3149.9,2954.8,34056.0
2026-04-24,Onion,Lasalgaon,Nashik,2841.7,3202.1,3003.9,30262.0
2026-04-25,Onion,Lasalgaon,Nashik,2839.5,3199.7,3001.6,33330.0
2026-04-27,Onion,Lasalgaon,Nashik,2951.6,3326.0,3120.0,25175.0
2026-04-28,Onion,Lasalgaon,Nashik,2932.3,3304.2,3099.7,34992.0
2026-04-29,Onion,Lasalgaon,Nashik,3014.6,3397.0,3186.7,23652.0
2026-04-30,Onion,Lasalgaon,Nashik,2957.0,3332.1,3125.8,26017.0
2026-05-01,Onion,Lasalgaon,Nashik,3004.5,3385.6,3176.0,27829.0
2026-05-02,Onion,Lasalgaon,Nashik,2966.8,3343.1,3136.2,16459.0
2026-05-04,Onion,Lasalgaon,Nashik,3071.1,3460.7,3246.4,20804.0
2026-05-05,Onion,Lasalgaon,Nashik,2993.6,3373.3,3164.5,25109.0
2026-05-06,Onion,Lasalgaon,Nashik,2933.8,3306.0,3101.3,30277.0
2026-05-07,Onion,Lasalgaon,Nashik,2921.5,3292.1,3088.3,21782.0
2026-05-08,Onion,Lasalgaon,Nashik,2966.9,3343.2,3136.2,27261.0
2026-05-09,Onion,Lasalgaon,Nashik,2902.2,3270.4,3067.9,29506.0
2026-05-12,Onion,Lasalgaon,Nashik,2778.6,3131.1,2937.3,25510.0
2026-05-13,Onion,Lasalgaon,Nashik,2796.4,3151.1,2956.0,20952.0
2026-05-14,Onion,Lasalgaon,Nashik,2750.6,3099.5,2907.6,34092.0
2026-05-15,Onion,Lasalgaon,Nashik,2837.2,3197.1,2999.1,19849.0
2026-05-16,Onion,Lasalgaon,Nashik,2901.9,3270.0,3067.5,33701.0
2026-05-18,Onion,Lasalgaon,Nashik,2853.0,3214.9,3015.9,24908.0
2026-05-19,Onion,Lasalgaon,Nashik,2783.9,3137.0,2942.8,18856.0
2026-05-20,Onion,Lasalgaon,Nashik,2708.5,3052.1,2863.1,25306.0
2026-05-21,Onion,Lasalgaon,Nashik,2679.3,3019.1,2832.2,16242.0
2026-05-22,Onion,Lasalgaon,Nashik,2707.9,3051.4,2862.5,18064.0
2026-05-23,Onion,Lasalgaon,Nashik,2726.5,3072.4,2882.1,26283.0
2026-05-25,Onion,Lasalgaon,Nashik,2659.4,2996.8,2811.3,29466.0
2026-05-27,Onion,Lasalgaon,Nashik,2616.3,2948.2,2765.7,21955.0
2026-05-28,Onion,Lasalgaon,Nashik,2624.5,2957.5,2774.4,21923.0
2026-05-29,Onion,Lasalgaon,Nashik,2633.1,2967.1,2783.4,15974.0
2026-05-30,Onion,Lasalgaon,Nashik,2633.2,2967.3,2783.6,21413.0
2026-06-01,Onion,Lasalgaon,Nashik,2495.3,2811.8,2637.7,22529.0
2026-06-02,Onion,Lasalgaon,Nashik,2531.2,2852.3,2675.7,31943.0
2026-06-03,Onion,Lasalgaon,Nashik,2514.5,2833.4,2658.0,21659.0
2026-06-04,Onion,Lasalgaon,Nashik,2583.6,2911.4,2731.1,22185.0
2026-06-05,Onion,Lasalgaon,Nashik,2486.2,2801.5,2628.1,20215.0
2026-06-06,Onion,Lasalgaon,Nashik,2490.2,2806.1,2632.3,18365.0
2026-06-09,Onion,Lasalgaon,Nashik,2412.1,2718.1,2549.8,15343.0
2026-06-10,Onion,Lasalgaon,Nashik,2414.7,2721.1,2552.6,34805.0
2026-06-11,Onion,Lasalgaon,Nashik,2452.0,2763.0,2591.9,23678.0
2026-06-12,Onion,Lasalgaon,Nashik,2480.8,2795.5,2622.5,15658.0
2026-06-13,Onion,Lasalgaon,Nashik,2502.5,2820.0,2645.4,21635.0
2026-06-15,Onion,Lasalgaon,Nashik,2544.7,2867.5,2690.0,33823.0
2026-06-17,Onion,Lasalgaon,Nashik,2482.2,2797.0,2623.9,21489.0
2026-06-18,Onion,Lasalgaon,Nashik,2520.6,2840.3,2664.5,23422.0
2026-06-19,Onion,Lasalgaon,Nashik,2554.3,2878.3,2700.1,21591.0
2026-06-20,Onion,Lasalgaon,Nashik,2609.0,2939.9,2757.9,19848.0
2026-06-22,Onion,Lasalgaon,Nashik,2565.5,2891.0,2712.0,27667.0
2026-06-23,Onion,Lasalgaon,Nashik,2581.9,2909.5,2729.3,22191.0
2026-06-24,Onion,Lasalgaon,Nashik,2565.7,2891.2,2712.2,15211.0
2026-06-25,Onion,Lasalgaon,Nashik,2636.1,2970.5,2786.5,23320.0
2026-06-26,Onion,Lasalgaon,Nashik,2628.6,2962.0,2778.7,31984.0
2026-06-27,Onion,Lasalgaon,Nashik,2700.4,3042.9,2854.5,23643.0
2026-06-29,Onion,Lasalgaon,Nashik,2804.0,3159.6,2964.0,27782.0
2026-06-30,Onion,Lasalgaon,Nashik,2842.3,3202.8,3004.5,28869.0
2026-07-01,Onion,Lasalgaon,Nashik,2810.5,3167.0,2970.9,24020.0
2026-07-03,Onion,Lasalgaon,Nashik,2625.9,2959.0,2775.8,22337.0
2026-07-04,Onion,Lasalgaon,Nashik,2623.6,2956.5,2773.4,30513.0
2026-07-06,Onion,Lasalgaon,Nashik,2668.6,3007.1,2820.9,34710.0
2026-07-07,Onion,Lasalgaon,Nashik,2695.3,3037.2,2849.1,28525.0
2026-07-09,Onion,Lasalgaon,Nashik,2836.8,3196.7,2998.8,21755.0
2026-07-10,Onion,Lasalgaon,Nashik,2888.9,3255.4,3053.8,28772.0
2026-07-11,Onion,Lasalgaon,Nashik,2960.3,3335.8,3129.3,19683.0
2026-07-13,Onion,Lasalgaon,Nashik,2958.9,3334.3,3127.8,21267.0
2026-07-14,Onion,Lasalgaon,Nashik,2928.1,3299.5,3095.2,23234.0
2026-07-15,Onion,Lasalgaon,Nashik,2904.5,3272.9,3070.3,26068.0
2026-07-16,Onion,Lasalgaon,Nashik,2908.6,3277.6,3074.6,17255.0
2026-07-17,Onion,Lasalgaon,Nashik,3056.1,3443.8,3230.6,30407.0
2026-07-18,Onion,Lasalgaon,Nashik,2997.2,3377.4,3168.2,27321.0
2026-07-20,Onion,Lasalgaon,Nashik,3150.0,3549.5,3329.8,21186.0
2026-07-21,Onion,Lasalgaon,Nashik,3307.8,3727.4,3496.7,30622.0
2026-07-22,Onion,Lasalgaon,Nashik,3303.0,3722.0,3491.5,20102.0
2026-07-23,Onion,Lasalgaon,Nashik,3322.8,3744.3,3512.5,26057.0
2026-07-24,Onion,Lasalgaon,Nashik,3421.8,3855.8,3617.1,16379.0
2026-07-25,Onion,Lasalgaon,Nashik,3526.1,3973.4,3727.4,30452.0
2026-07-27,Onion,Lasalgaon,Nashik,3518.7,3965.1,3719.6,16198.0
2026-07-28,Onion,Lasalgaon,Nashik,3560.9,4012.6,3764.2,26356.0
2026-07-29,Onion,Lasalgaon,Nashik,3451.7,3889.5,3648.7,26694.0
2026-07-30,Onion,Lasalgaon,Nashik,3527.2,3974.6,3728.5,31718.0
2026-07-31,Onion,Lasalgaon,Nashik,3594.8,4050.8,3800.0,19997.0
2026-08-03,Onion,Lasalgaon,Nashik,3568.4,4021.1,3772.1,32668.0
2026-08-04,Onion,Lasalgaon,Nashik,3572.2,4025.3,3776.1,27615.0
2026-08-05,Onion,Lasalgaon,Nashik,3594.8,4050.8,3800.0,16172.0
2026-08-06,Onion,Lasalgaon,Nashik,3555.5,4006.5,3758.4,31930.0
2026-08-07,Onion,Lasalgaon,Nashik,3509.9,3955.1,3710.2,34760.0
2026-08-08,Onion,Lasalgaon,Nashik,3594.8,4050.8,3800.0,29339.0
2026-08-10,Onion,Lasalgaon,Nashik,3526.6,3973.9,3727.9,34213.0
2026-08-11,Onion,Lasalgaon,Nashik,3523.6,3970.6,3724.8,22832.0
2026-08-12,Onion,Lasalgaon,Nashik,3524.9,3972.0,3726.1,34648.0
2026-08-13,Onion,Lasalgaon,Nashik,3591.6,4047.2,3796.6,29652.0
2026-08-14,Onion,Lasalgaon,Nashik,3594.8,4050.8,3800.0,20898.0
2026-08-15,Onion,Lasalgaon,Nashik,3516.8,3962.9,3717.5,18300.0
2026-08-17,Onion,Lasalgaon,Nashik,3447.2,3884.5,3644.0,28240.0
2026-08-18,Onion,Lasalgaon,Nashik,3531.2,3979.1,3732.8,25883.0
2026-08-19,Onion,Lasalgaon,Nashik,3527.3,3974.7,3728.6,26795.0
2026-08-20,Onion,Lasalgaon,Nashik,3564.9,4017.1,3768.4,33009.0
2026-08-21,Onion,Lasalgaon,Nashik,3370.1,3797.5,3562.4,31682.0
2026-08-22,Onion,Lasalgaon,Nashik,3434.8,3870.5,3630.8,23392.0
2026-08-24,Onion,Lasalgaon,Nashik,3402.4,3834.0,3596.6,28873.0
2026-08-25,Onion,Lasalgaon,Nashik,3440.4,3876.8,3636.8,16964.0
2026-08-26,Onion,Lasalgaon,Nashik,3399.2,3830.4,3593.2,29819.0
2026-08-27,Onion,Lasalgaon,Nashik,3502.5,3946.8,3702.4,31740.0
2026-08-28,Onion,Lasalgaon,Nashik,3594.8,4050.8,3800.0,26881.0
2026-08-29,Onion,Lasalgaon,Nashik,3590.3,4045.7,3795.2,32142.0
2026-08-31,Onion,Lasalgaon,Nashik,3594.8,4050.8,3800.0,23476.0
2026-09-01,Onion,Lasalgaon,Nashik,3464.3,3903.7,3662.0,22485.0
2026-09-02,Onion,Lasalgaon,Nashik,3457.6,3896.2,3655.0,30309.0
2026-09-03,Onion,Lasalgaon,Nashik,3362.1,3788.5,3554.0,22765.0
