date,commodity,market,district,min_price,max_price,modal_price,arrivals_quintals
2026-03-17,Tomato,Junnar(Narayangaon),Pune,749.6,914.3,823.7,12984.0
2026-03-18,Tomato,Junnar(Narayangaon),Pune,728.0,888.0,800.0,16607.0
2026-03-19,Tomato,Junnar(Narayangaon),Pune,728.0,888.0,800.0,14384.0
2026-03-20,Tomato,Junnar(Narayangaon),Pune,737.2,899.2,810.1,10413.0
2026-03-21,Tomato,Junnar(Narayangaon),Pune,730.6,891.1,802.8,8553.0
2026-03-23,Tomato,Junnar(Narayangaon),Pune,774.1,944.2,850.7,9240.0
2026-03-24,Tomato,Junnar(Narayangaon),Pune,801.8,978.0,881.1,8950.0
2026-03-25,Tomato,Junnar(Narayangaon),Pune,822.1,1002.8,903.4,12037.0
2026-03-26,Tomato,Junnar(Narayangaon),Pune,812.0,990.5,892.3,8326.0
2026-03-27,Tomato,Junnar(Narayangaon),Pune,772.8,942.7,849.3,11946.0
2026-03-28,Tomato,Junnar(Narayangaon),Pune,813.9,992.8,894.4,7965.0
2026-03-30,Tomato,Junnar(Narayangaon),Pune,866.6,1057.1,952.3,15667.0
2026-03-31,Tomato,Junnar(Narayangaon),Pune,901.7,1099.9,990.9,12654.0
2026-04-01,Tomato,Junnar(Narayangaon),Pune,943.8,1151.2,1037.2,5596.0
2026-04-02,Tomato,Junnar(Narayangaon),Pune,977.1,1191.8,1073.7,14562.0
2026-04-03,Tomato,Junnar(Narayangaon),Pune,952.0,1161.3,1046.2,4786.0
2026-04-04,Tomato,Junnar(Narayangaon),Pune,976.7,1191.3,1073.3,15337.0
2026-04-06,Tomato,Junnar(Narayangaon),Pune,957.3,1167.7,1052.0,8737.0
2026-04-07,Tomato,Junnar(Narayangaon),Pune,945.6,1153.4,1039.1,5980.0
2026-04-08,Tomato,Junnar(Narayangaon),Pune,942.0,1149.0,1035.1,13044.0
2026-04-09,Tomato,Junnar(Narayangaon),Pune,963.2,1174.9,1058.5,15692.0
2026-04-10,Tomato,Junnar(Narayangaon),Pune,909.0,1108.8,998.9,10219.0
2026-04-11,Tomato,Junnar(Narayangaon),Pune,925.9,1129.4,1017.4,9346.0
2026-04-13,Tomato,Junnar(Narayangaon),Pune,867.9,1058.7,953.8,7109.0
2026-04-14,Tomato,Junnar(Narayangaon),Pune,828.2,1010.2,910.1,8016.0
2026-04-15,Tomato,Junnar(Narayangaon),Pune,873.6,1065.6,960.0,8033.0
2026-04-16,Tomato,Junnar(Narayangaon),Pune,900.3,1098.2,989.3,7368.0
2026-04-17,Tomato,Junnar(Narayangaon),Pune,957.5,1167.9,1052.2,7551.0
2026-04-18,Tomato,Junnar(Narayangaon),Pune,992.4,1210.5,1090.5,13735.0
2026-04-20,Tomato,Junnar(Narayangaon),Pune,974.3,1188.4,1070.6,8647.0
2026-04-21,Tomato,Junnar(Narayangaon),Pune,929.0,1133.2,1020.9,5105.0
2026-04-22,Tomato,Junnar(Narayangaon),Pune,956.6,1166.8,1051.2,7844.0
2026-04-23,Tomato,Junnar(Narayangaon),Pune,985.4,1202.0,1082.9,14899.0
2026-04-24,Tomato,Junnar(Narayangaon),Pune,986.5,1203.3,1084.0,10987.0
2026-04-25,Tomato,Junnar(Narayangaon),Pune,1021.8,1246.4,1122.9,10232.0
2026-04-28,Tomato,Junnar(Narayangaon),Pune,972.7,1186.5,1068.9,10300.0
2026-04-29,Tomato,Junnar(Narayangaon),Pune,920.8,1123.2,1011.9,8517.0
2026-04-30,Tomato,Junnar(Narayangaon),Pune,970.1,1183.3,1066.0,13222.0
2026-05-01,Tomato,Junnar(Narayangaon),Pune,924.1,1127.1,1015.4,10973.0
2026-05-02,Tomato,Junnar(Narayangaon),Pune,941.2,1148.0,1034.2,14057.0
2026-05-04,Tomato,Junnar(Narayangaon),Pune,959.8,1170.8,1054.7,8378.0
2026-05-05,Tomato,Junnar(Narayangaon),Pune,956.1,1166.2,1050.6,16353.0
2026-05-06,Tomato,Junnar(Narayangaon),Pune,941.1,1148.0,1034.2,14702.0
2026-05-07,Tomato,Junnar(Narayangaon),Pune,922.8,1125.6,1014.1,4634.0
2026-05-08,Tomato,Junnar(Narayangaon),Pune,883.5,1077.6,970.8,13922.0
2026-05-09,Tomato,Junnar(Narayangaon),Pune,928.1,1132.1,1019.9,14866.0
2026-05-11,Tomato,Junnar(Narayangaon),Pune,933.1,1138.1,1025.4,16887.0
2026-05-12,Tomato,Junnar(Narayangaon),Pune,890.0,1085.6,978.0,13006.0
2026-05-13,Tomato,Junnar(Narayangaon),Pune,919.1,1121.1,1010.0,17072.0
2026-05-14,Tomato,Junnar(Narayangaon),Pune,894.6,1091.2,983.0,10707.0
2026-05-15,Tomato,Junnar(Narayangaon),Pune,870.1,1061.3,956.1,14043.0
2026-05-16,Tomato,Junnar(Narayangaon),Pune,846.5,1032.6,930.3,5252.0
2026-05-18,Tomato,Junnar(Narayangaon),Pune,804.1,980.8,883.6,17762.0
2026-05-19,Tomato,Junnar(Narayangaon),Pune,793.6,968.0,872.1,14313.0
2026-05-20,Tomato,Junnar(Narayangaon),Pune,782.3,954.3,859.7,7297.0
2026-05-21,Tomato,Junnar(Narayangaon),Pune,836.5,1020.4,919.3,13850.0
2026-05-22,Tomato,Junnar(Narayangaon),Pune,791.4,965.3,869.7,7058.0
2026-05-23,Tomato,Junnar(Narayangaon),Pune,781.7,953.5,859.0,8594.0
2026-05-26,Tomato,Junnar(Narayangaon),Pune,772.0,941.6,848.3,9355.0
2026-05-27,Tomato,Junnar(Narayangaon),Pune,809.8,987.8,889.9,4049.0
2026-05-28,Tomato,Junnar(Narayangaon),Pune,824.5,1005.7,906.0,16373.0
2026-05-29,Tomato,Junnar(Narayangaon),Pune,841.8,1026.8,925.0,4790.0
2026-05-30,Tomato,Junnar(Narayangaon),Pune,838.4,1022.7,921.4,16316.0
2026-06-01,Tomato,Junnar(Narayangaon),Pune,841.2,1026.1,924.4,11873.0
2026-06-02,Tomato,Junnar(Narayangaon),Pune,863.1,1052.8,948.5,12441.0
2026-06-03,Tomato,Junnar(Narayangaon),Pune,977.2,1192.0,1073.9,7396.0
2026-06-04,Tomato,Junnar(Narayangaon),Pune,949.9,1158.7,1043.8,10573.0
2026-06-05,Tomato,Junnar(Narayangaon),Pune,930.7,1135.3,1022.8,10990.0
2026-06-06,Tomato,Junnar(Narayangaon),Pune,1009.4,1231.2,1109.2,11590.0
2026-06-08,Tomato,Junnar(Narayangaon),Pune,1017.4,1241.0,1118.0,10765.0
2026-06-09,Tomato,Junnar(Narayangaon),Pune,1034.5,1261.9,1136.8,6687.0
2026-06-10,Tomato,Junnar(Narayangaon),Pune,1082.1,1319.9,1189.1,14634.0
2026-06-11,Tomato,Junnar(Narayangaon),Pune,1069.0,1304.0,1174.8,16154.0
2026-06-12,Tomato,Junnar(Narayangaon),Pune,1075.6,1312.0,1181.9,13978.0
2026-06-13,Tomato,Junnar(Narayangaon),Pune,945.7,1153.5,1039.2,10119.0
2026-06-15,Tomato,Junnar(Narayangaon),Pune,792.5,966.7,870.9,5149.0
2026-06-16,Tomato,Junnar(Narayangaon),Pune,749.7,914.4,823.8,10284.0
2026-06-17,Tomato,Junnar(Narayangaon),Pune,810.0,988.0,890.1,12007.0
2026-06-18,Tomato,Junnar(Narayangaon),Pune,834.4,1017.8,916.9,12313.0
2026-06-19,Tomato,Junnar(Narayangaon),Pune,856.9,1045.2,941.7,6812.0
2026-06-20,Tomato,Junnar(Narayangaon),Pune,851.5,1038.7,935.7,12291.0
2026-06-22,Tomato,Junnar(Narayangaon),Pune,759.6,926.6,834.8,17870.0
2026-06-23,Tomato,Junnar(Narayangaon),Pune,766.4,934.8,842.1,13058.0
2026-06-24,Tomato,Junnar(Narayangaon),Pune,735.8,897.6,808.6,10241.0
2026-06-25,Tomato,Junnar(Narayangaon),Pune,728.0,888.0,800.0,10761.0
2026-06-26,Tomato,Junnar(Narayangaon),Pune,728.0,888.0,800.0,6442.0
2026-06-27,Tomato,Junnar(Narayangaon),Pune,728.0,888.0,800.0,6881.0
2026-06-29,Tomato,Junnar(Narayangaon),Pune,761.2,928.4,836.4,13884.0
2026-06-30,Tomato,Junnar(Narayangaon),Pune,771.2,940.7,847.5,12897.0
2026-07-01,Tomato,Junnar(Narayangaon),Pune,844.6,1030.2,928.1,11076.0
2026-07-02,Tomato,Junnar(Narayangaon),Pune,882.2,1076.1,969.5,10402.0
2026-07-03,Tomato,Junnar(Narayangaon),Pune,936.8,1142.7,1029.4,14519.0
2026-07-04,Tomato,Junnar(Narayangaon),Pune,987.3,1204.3,1085.0,12859.0
2026-07-06,Tomato,Junnar(Narayangaon),Pune,1122.7,1369.4,1233.7,17895.0
2026-07-07,Tomato,Junnar(Narayangaon),Pune,1055.4,1287.4,1159.8,5303.0
2026-07-08,Tomato,Junnar(Narayangaon),Pune,1081.0,1318.5,1187.9,9015.0
2026-07-09,Tomato,Junnar(Narayangaon),Pune,1075.7,1312.2,1182.1,14974.0
2026-07-10,Tomato,Junnar(Narayangaon),Pune,1036.1,1263.8,1138.6,13164.0
2026-07-11,Tomato,Junnar(Narayangaon),Pune,1012.5,1235.0,1112.6,13520.0
2026-07-13,Tomato,Junnar(Narayangaon),Pune,1024.0,1249.1,1125.3,11427.0
2026-07-14,Tomato,Junnar(Narayangaon),Pune,984.9,1201.3,1082.3,14534.0
2026-07-15,Tomato,Junnar(Narayangaon),Pune,1023.3,1248.2,1124.5,11248.0
2026-07-16,Tomato,Junnar(Narayangaon),Pune,1039.2,1267.5,1141.9,17075.0
2026-07-17,Tomato,Junnar(Narayangaon),Pune,1039.2,1267.6,1142.0,15050.0
2026-07-18,Tomato,Junnar(Narayangaon),Pune,1039.9,1268.4,1142.7,11509.0
2026-07-20,Tomato,Junnar(Narayangaon),Pune,1037.6,1265.6,1140.2,13821.0
2026-07-21,Tomato,Junnar(Narayangaon),Pune,1051.7,1282.8,1155.7,13973.0
2026-07-22,Tomato,Junnar(Narayangaon),Pune,1065.2,1299.3,1170.5,4617.0
2026-07-23,Tomato,Junnar(Narayangaon),Pune,1000.1,1219.9,1099.0,5090.0
2026-07-24,Tomato,Junnar(Narayangaon),Pune,984.7,1201.1,1082.1,4112.0
2026-07-25,Tomato,Junnar(Narayangaon),Pune,1031.2,1257.8,1133.2,8850.0
2026-07-27,Tomato,Junnar(Narayangaon),Pune,1119.7,1365.7,1230.4,13812.0
2026-07-28,Tomato,Junnar(Narayangaon),Pune,1132.3,1381.1,1244.2,15211.0
2026-07-29,Tomato,Junnar(Narayangaon),Pune,1005.0,1225.9,1104.4,8316.0
2026-07-30,Tomato,Junnar(Narayangaon),Pune,1063.6,1297.3,1168.8,13481.0
2026-07-31,Tomato,Junnar(Narayangaon),Pune,1130.5,1379.0,1242.3,15531.0
2026-08-01,Tomato,Junnar(Narayangaon),Pune,1078.6,1315.7,1185.3,15611.0
2026-08-03,Tomato,Junnar(Narayangaon),Pune,1044.3,1273.8,1147.6,9768.0
2026-08-04,Tomato,Junnar(Narayangaon),Pune,1008.0,1229.6,1107.7,16777.0
2026-08-05,Tomato,Junnar(Narayangaon),Pune,1045.0,1274.7,1148.3,5402.0
2026-08-06,Tomato,Junnar(Narayangaon),Pune,1074.2,1310.3,1180.5,13767.0
2026-08-07,Tomato,Junnar(Narayangaon),Pune,963.6,1175.3,1058.9,7257.0
2026-08-08,Tomato,Junnar(Narayangaon),Pune,881.7,1075.5,968.9,15851.0
2026-08-10,Tomato,Junnar(Narayangaon),Pune,1018.9,1242.8,1119.6,12245.0
2026-08-11,Tomato,Junnar(Narayangaon),Pune,1038.5,1266.7,1141.2,16895.0
2026-08-12,Tomato,Junnar(Narayangaon),Pune,1022.5,1247.2,1123.6,10253.0
2026-08-13,Tomato,Junnar(Narayangaon),Pune,1038.2,1266.3,1140.8,5420.0
2026-08-14,Tomato,Junnar(Narayangaon),Pune,1061.0,1294.2,1166.0,11659.0
2026-08-15,Tomato,Junnar(Narayangaon),Pune,1025.4,1250.8,1126.8,6660.0
2026-08-17,Tomato,Junnar(Narayangaon),Pune,1060.9,1294.1,1165.8,8085.0
2026-08-18,Tomato,Junnar(Narayangaon),Pune,1057.5,1289.9,1162.1,7760.0
2026-08-19,Tomato,Junnar(Narayangaon),Pune,1041.1,1269.9,1144.0,16137.0
2026-08-20,Tomato,Junnar(Narayangaon),Pune,1043.4,1272.8,1146.6,17610.0
2026-08-21,Tomato,Junnar(Narayangaon),Pune,1109.3,1353.1,1219.0,9563.0
2026-08-22,Tomato,Junnar(Narayangaon),Pune,1215.9,1483.2,1336.2,5414.0
2026-08-24,Tomato,Junnar(Narayangaon),Pune,1272.5,1552.2,1398.4,16558.0
2026-08-25,Tomato,Junnar(Narayangaon),Pune,1229.5,1499.7,1351.0,10204.0
2026-08-26,Tomato,Junnar(Narayangaon),Pune,1259.4,1536.2,1384.0,8356.0
2026-08-27,Tomato,Junnar(Narayangaon),Pune,1166.9,1423.4,1282.4,13865.0
2026-08-28,Tomato,Junnar(Narayangaon),Pune,1126.5,1374.0,1237.9,16523.0
2026-08-29,Tomato,Junnar(Narayangaon),Pune,1176.5,1435.1,1292.9,9733.0
2026-08-31,Tomato,Junnar(Narayangaon),Pune,1268.7,1547.5,1394.1,10534.0
2026-09-01,Tomato,Junnar(Narayangaon),Pune,1261.7,1539.1,1386.5,17837.0
2026-09-02,Tomato,Junnar(Narayangaon),Pune,1352.3,1649.5,1486.0,12400.0
2026-09-03,Tomato,Junnar(Narayangaon),Pune,1333.0,1625.9,1464.8,14172.0
