date,commodity,market,district,min_price,max_price,modal_price,arrivals_quintals,is_reported,days_since_last_report,coverage_ratio_14d,modal_price_ffill,price_lag_1d,price_lag_3d,price_lag_7d,price_lag_14d,pct_change_3d,pct_change_7d,volatility_7d,is_outlier,temperature_mean_c,temperature_max_c,temperature_min_c,precipitation_mm,relative_humidity_pct,wind_speed_kmh,future_price_3d,future_delta_pct,target_direction_3d,day_of_week,month
2026-02-09,Tomato,Junnar(Narayangaon),Pune,1110.2,1354.2,1220.0,17295.0,1,0,0.786,1220.0,1157.3,1087.0,1178.5,1162.8,12.24,3.52,59.58,0,24.7,32.6,17.3,0.0,41.0,9.4,1270.5,4.14,UP,0,2
2026-02-10,Tomato,Junnar(Narayangaon),Pune,1132.5,1381.4,1244.5,15470.0,1,0,0.786,1244.5,1220.0,1157.3,1236.3,1169.1,7.53,0.66,61.38,0,25.2,32.8,18.3,0.0,47.0,13.9,1336.1,7.36,UP,1,2
2026-02-11,Tomato,Junnar(Narayangaon),Pune,1204.0,1468.6,1323.0,12406.0,1,0,0.857,1323.0,1244.5,1157.3,1182.3,1169.1,14.32,11.9,87.0,0,25.1,31.7,19.3,0.0,43.0,12.5,1299.9,-1.75,FLAT,2,2
2026-02-12,Tomato,Junnar(Narayangaon),Pune,1156.2,1410.3,1270.5,12898.0,1,0,0.857,1270.5,1323.0,1220.0,1082.3,1084.1,4.14,17.39,79.99,0,24.7,31.3,18.0,0.0,36.0,12.2,1299.9,2.31,FLAT,3,2
2026-02-13,Tomato,Junnar(Narayangaon),Pune,1215.8,1483.1,1336.1,16343.0,1,0,0.857,1336.1,1270.5,1244.5,1087.0,1073.3,7.36,22.92,71.92,0,24.8,31.8,18.1,0.0,42.0,11.3,1237.0,-7.42,DOWN,4,2
2026-02-14,Tomato,Junnar(Narayangaon),Pune,1182.9,1442.9,1299.9,4142.0,1,0,0.857,1299.9,1336.1,1323.0,1157.3,1127.6,-1.75,12.32,62.86,0,25.0,31.8,18.4,0.0,36.0,11.4,1193.4,-8.19,DOWN,5,2
2026-02-16,Tomato,Junnar(Narayangaon),Pune,1125.6,1373.0,1237.0,13840.0,1,0,0.857,1237.0,1299.9,1336.1,1220.0,1178.5,-7.42,1.39,37.9,0,25.7,32.8,18.7,0.0,39.0,9.8,1144.4,-7.49,DOWN,0,2
2026-02-17,Tomato,Junnar(Narayangaon),Pune,1085.9,1324.6,1193.4,6718.0,1,0,0.857,1193.4,1237.0,1299.9,1244.5,1236.3,-8.19,-4.11,50.38,0,26.1,32.2,19.7,0.0,41.0,10.7,1207.4,1.17,FLAT,1,2
2026-02-18,Tomato,Junnar(Narayangaon),Pune,1092.4,1332.5,1200.4,10572.0,1,0,0.857,1200.4,1193.4,1299.9,1323.0,1182.3,-7.65,-9.27,54.1,0,25.1,32.0,19.3,0.0,50.0,13.5,1129.2,-5.93,DOWN,2,2
2026-02-19,Tomato,Junnar(Narayangaon),Pune,1041.4,1270.3,1144.4,14702.0,1,0,0.857,1144.4,1200.4,1237.0,1270.5,1082.3,-7.49,-9.93,69.72,0,25.4,32.8,19.4,0.0,54.0,11.8,1129.2,-1.33,FLAT,3,2
2026-02-20,Tomato,Junnar(Narayangaon),Pune,1098.7,1340.2,1207.4,6909.0,1,0,0.857,1207.4,1144.4,1193.4,1336.1,1087.0,1.17,-9.63,57.4,0,26.2,33.8,20.0,0.0,50.0,11.4,1072.7,-11.16,DOWN,4,2
2026-02-21,Tomato,Junnar(Narayangaon),Pune,1027.6,1253.4,1129.2,15030.0,1,0,0.857,1129.2,1207.4,1200.4,1299.9,1157.3,-5.93,-13.13,57.06,0,26.6,34.1,20.2,0.0,46.0,13.0,1091.4,-3.35,DOWN,5,2
2026-02-23,Tomato,Junnar(Narayangaon),Pune,976.2,1190.7,1072.7,10913.0,1,0,0.857,1072.7,1129.2,1207.4,1237.0,1220.0,-11.16,-13.28,49.14,0,26.5,32.6,21.0,0.0,34.0,11.6,1104.0,2.92,UP,0,2
2026-02-24,Tomato,Junnar(Narayangaon),Pune,993.2,1211.5,1091.4,4563.0,1,0,0.857,1091.4,1072.7,1129.2,1193.4,1244.5,-3.35,-8.55,50.55,0,26.1,33.2,19.2,0.0,38.0,10.1,1107.0,1.43,FLAT,1,2
2026-02-25,Tomato,Junnar(Narayangaon),Pune,1019.2,1243.3,1120.1,8035.0,1,0,0.857,1120.1,1091.4,1129.2,1200.4,1323.0,-0.81,-6.69,42.89,0,26.0,33.4,20.4,0.0,39.0,17.7,1079.3,-3.64,DOWN,2,2
2026-02-26,Tomato,Junnar(Narayangaon),Pune,1004.6,1225.4,1104.0,6626.0,1,0,0.857,1104.0,1120.1,1072.7,1144.4,1270.5,2.92,-3.53,42.99,0,24.9,31.9,19.0,0.0,43.0,14.9,1079.3,-2.24,FLAT,3,2
2026-02-27,Tomato,Junnar(Narayangaon),Pune,1007.4,1228.8,1107.0,11732.0,1,0,0.857,1107.0,1104.0,1091.4,1207.4,1336.1,1.43,-8.32,20.75,0,23.8,31.2,18.1,0.0,47.0,15.9,1070.5,-3.3,DOWN,4,2
2026-02-28,Tomato,Junnar(Narayangaon),Pune,982.2,1198.1,1079.3,11718.0,1,0,0.857,1079.3,1107.0,1120.1,1129.2,1299.9,-3.64,-4.42,20.69,0,23.4,31.4,16.8,0.0,49.0,14.1,1089.5,0.95,FLAT,5,2
2026-03-02,Tomato,Junnar(Narayangaon),Pune,974.2,1188.3,1070.5,11727.0,1,0,0.857,1070.5,1079.3,1107.0,1072.7,1237.0,-3.3,-0.21,17.96,0,26.4,34.5,19.0,0.0,50.0,13.7,1114.4,4.1,UP,0,3
2026-03-03,Tomato,Junnar(Narayangaon),Pune,991.4,1209.3,1089.5,15490.0,1,0,0.857,1089.5,1070.5,1079.3,1091.4,1193.4,0.95,-0.17,18.0,0,27.9,34.3,21.0,0.0,41.0,12.6,1062.0,-2.52,DOWN,1,3
2026-03-04,Tomato,Junnar(Narayangaon),Pune,1004.6,1225.3,1103.9,6161.0,1,0,0.857,1103.9,1089.5,1079.3,1120.1,1200.4,2.28,-1.45,14.64,0,28.3,34.7,21.2,0.0,31.0,13.7,1027.6,-6.91,DOWN,2,3
2026-03-05,Tomato,Junnar(Narayangaon),Pune,1014.1,1236.9,1114.4,12836.0,1,0,0.857,1114.4,1103.9,1070.5,1104.0,1144.4,4.1,0.94,16.63,0,28.2,35.5,20.3,0.0,27.0,11.8,1027.6,-7.79,DOWN,3,3
2026-03-06,Tomato,Junnar(Narayangaon),Pune,966.4,1178.8,1062.0,8107.0,1,0,0.857,1062.0,1114.4,1089.5,1107.0,1207.4,-2.52,-4.07,18.46,0,28.0,35.2,20.9,0.0,30.0,14.5,878.9,-17.24,DOWN,4,3
2026-03-07,Tomato,Junnar(Narayangaon),Pune,935.1,1140.6,1027.6,4132.0,1,0,0.857,1027.6,1062.0,1103.9,1079.3,1129.2,-6.91,-4.79,28.82,0,28.4,35.8,20.6,0.0,31.0,10.4,855.5,-16.75,DOWN,5,3
2026-03-09,Tomato,Junnar(Narayangaon),Pune,799.8,975.5,878.9,17691.0,1,0,0.857,878.9,1027.6,1062.0,1070.5,1072.7,-17.24,-17.9,80.35,0,29.1,36.2,21.9,0.0,23.0,15.3,875.7,-0.36,FLAT,0,3
2026-03-10,Tomato,Junnar(Narayangaon),Pune,778.5,949.6,855.5,12913.0,1,0,0.857,855.5,878.9,1027.6,1089.5,1091.4,-16.75,-21.48,103.36,0,28.8,35.7,21.0,0.0,28.0,16.3,849.1,-0.75,FLAT,1,3
2026-03-11,Tomato,Junnar(Narayangaon),Pune,804.0,980.7,883.5,6459.0,1,0,0.857,883.5,855.5,1027.6,1103.9,1120.1,-14.02,-19.97,103.55,0,29.1,36.3,21.6,0.0,33.0,16.4,858.6,-2.82,DOWN,2,3
2026-03-12,Tomato,Junnar(Narayangaon),Pune,796.9,972.0,875.7,17481.0,1,0,0.857,875.7,883.5,878.9,1114.4,1104.0,-0.36,-21.42,89.72,0,29.5,36.6,22.4,0.0,34.0,12.9,858.6,-1.95,FLAT,3,3
2026-03-13,Tomato,Junnar(Narayangaon),Pune,772.7,942.6,849.1,15514.0,1,0,0.857,849.1,875.7,855.5,1062.0,1107.0,-0.75,-20.05,78.61,0,29.5,36.5,22.0,0.0,27.0,11.9,858.6,1.12,FLAT,4,3
2026-03-14,Tomato,Junnar(Narayangaon),Pune,781.3,953.0,858.6,5957.0,1,0,0.857,858.6,849.1,883.5,1027.6,1079.3,-2.82,-16.45,62.12,0,29.3,36.2,23.1,0.0,25.0,20.9,823.7,-4.06,DOWN,5,3
2026-03-17,Tomato,Junnar(Narayangaon),Pune,749.6,914.3,823.7,12984.0,1,0,0.786,823.7,858.6,858.6,855.5,1089.5,-4.06,-3.72,19.23,0,26.1,34.2,19.5,0.0,47.0,17.0,810.1,-1.65,FLAT,1,3
2026-03-18,Tomato,Junnar(Narayangaon),Pune,728.0,888.0,800.0,16607.0,1,0,0.786,800.0,823.7,858.6,883.5,1103.9,-6.83,-9.45,25.76,0,26.3,34.1,20.9,0.1,49.0,14.2,802.8,0.35,FLAT,2,3
2026-03-19,Tomato,Junnar(Narayangaon),Pune,728.0,888.0,800.0,14384.0,1,0,0.786,800.0,800.0,858.6,875.7,1114.4,-6.83,-8.64,27.22,0,25.6,32.9,20.7,0.1,55.0,18.4,802.8,0.35,FLAT,3,3
2026-03-20,Tomato,Junnar(Narayangaon),Pune,737.2,899.2,810.1,10413.0,1,0,0.786,810.1,800.0,823.7,849.1,1062.0,-1.65,-4.59,27.96,0,25.4,33.4,18.8,0.0,57.0,18.3,850.7,5.01,UP,4,3
2026-03-21,Tomato,Junnar(Narayangaon),Pune,730.6,891.1,802.8,8553.0,1,0,0.786,802.8,810.1,800.0,858.6,1027.6,0.35,-6.5,26.33,0,26.3,33.2,19.8,0.0,50.0,9.1,881.1,9.75,UP,5,3
2026-03-23,Tomato,Junnar(Narayangaon),Pune,774.1,944.2,850.7,9240.0,1,0,0.786,850.7,802.8,810.1,858.6,878.9,5.01,-0.92,18.66,0,28.5,36.2,21.8,0.0,33.0,14.8,892.3,4.89,UP,0,3
2026-03-24,Tomato,Junnar(Narayangaon),Pune,801.8,978.0,881.1,8950.0,1,0,0.786,881.1,850.7,802.8,823.7,855.5,9.75,6.97,32.03,0,29.1,36.4,22.5,0.0,36.0,12.1,849.3,-3.61,DOWN,1,3
2026-03-25,Tomato,Junnar(Narayangaon),Pune,822.1,1002.8,903.4,12037.0,1,0,0.786,903.4,881.1,802.8,800.0,883.5,12.53,12.92,42.75,0,29.9,36.8,23.3,0.0,31.0,11.6,894.4,-1.0,FLAT,2,3
2026-03-26,Tomato,Junnar(Narayangaon),Pune,812.0,990.5,892.3,8326.0,1,0,0.786,892.3,903.4,850.7,800.0,875.7,4.89,11.54,44.06,0,30.6,36.9,23.8,0.0,33.0,12.6,894.4,0.24,FLAT,3,3
2026-03-27,Tomato,Junnar(Narayangaon),Pune,772.8,942.7,849.3,11946.0,1,0,0.786,849.3,892.3,881.1,810.1,849.1,-3.61,4.84,40.65,0,30.6,37.0,25.1,0.0,34.0,16.5,952.3,12.13,UP,4,3
2026-03-28,Tomato,Junnar(Narayangaon),Pune,813.9,992.8,894.4,7965.0,1,0,0.786,894.4,849.3,903.4,802.8,858.6,-1.0,11.41,35.62,0,28.9,36.2,23.4,0.0,33.0,20.7,990.9,10.79,UP,5,3
2026-03-30,Tomato,Junnar(Narayangaon),Pune,866.6,1057.1,952.3,15667.0,1,0,0.857,952.3,894.4,849.3,850.7,858.6,12.13,11.94,30.67,0,27.9,36.1,21.9,0.3,60.0,14.8,1073.7,12.75,UP,0,3
2026-03-31,Tomato,Junnar(Narayangaon),Pune,901.7,1099.9,990.9,12654.0,1,0,0.857,990.9,952.3,894.4,881.1,823.7,10.79,12.46,46.29,0,28.0,33.7,22.7,0.0,57.0,7.7,1046.2,5.58,UP,1,3
2026-04-01,Tomato,Junnar(Narayangaon),Pune,943.8,1151.2,1037.2,5596.0,1,0,0.857,1037.2,990.9,894.4,903.4,800.0,15.97,14.81,66.04,0,28.4,36.6,22.2,0.7,56.0,15.1,1073.3,3.48,UP,2,4
2026-04-02,Tomato,Junnar(Narayangaon),Pune,977.1,1191.8,1073.7,14562.0,1,0,0.857,1073.7,1037.2,952.3,892.3,800.0,12.75,20.33,82.31,0,26.9,34.6,22.6,2.4,57.0,11.4,1073.3,-0.04,FLAT,3,4
2026-04-03,Tomato,Junnar(Narayangaon),Pune,952.0,1161.3,1046.2,4786.0,1,0,0.857,1046.2,1073.7,990.9,849.3,810.1,5.58,23.18,72.86,0,25.8,32.5,20.7,0.3,64.0,13.7,1052.0,0.55,FLAT,4,4
2026-04-04,Tomato,Junnar(Narayangaon),Pune,976.7,1191.3,1073.3,15337.0,1,0,0.857,1073.3,1046.2,1037.2,894.4,802.8,3.48,20.0,67.3,0,25.9,33.2,20.2,0.0,58.0,15.9,1039.1,-3.19,DOWN,5,4
2026-04-06,Tomato,Junnar(Narayangaon),Pune,957.3,1167.7,1052.0,8737.0,1,0,0.857,1052.0,1073.3,1046.2,952.3,850.7,0.55,10.47,29.78,0,24.6,31.7,18.6,0.0,57.0,12.8,1058.5,0.62,FLAT,0,4
2026-04-07,Tomato,Junnar(Narayangaon),Pune,945.6,1153.4,1039.1,5980.0,1,0,0.857,1039.1,1052.0,1073.3,990.9,881.1,-3.19,4.86,16.64,0,26.1,33.8,19.4,0.0,55.0,15.7,998.9,-3.87,DOWN,1,4
2026-04-08,Tomato,Junnar(Narayangaon),Pune,942.0,1149.0,1035.1,13044.0,1,0,0.857,1035.1,1039.1,1073.3,1037.2,903.4,-3.56,-0.2,17.06,0,26.4,33.3,20.7,0.0,57.0,18.1,1017.4,-1.71,FLAT,2,4
2026-04-09,Tomato,Junnar(Narayangaon),Pune,963.2,1174.9,1058.5,15692.0,1,0,0.857,1058.5,1035.1,1052.0,1073.7,892.3,0.62,-1.42,15.33,0,26.8,33.8,20.5,0.0,57.0,15.2,1017.4,-3.88,DOWN,3,4
2026-04-10,Tomato,Junnar(Narayangaon),Pune,909.0,1108.8,998.9,10219.0,1,0,0.857,998.9,1058.5,1039.1,1046.2,849.3,-3.87,-4.52,26.01,0,28.9,36.7,21.5,0.0,44.0,15.9,953.8,-4.51,DOWN,4,4
2026-04-11,Tomato,Junnar(Narayangaon),Pune,925.9,1129.4,1017.4,9346.0,1,0,0.857,1017.4,998.9,1035.1,1073.3,894.4,-1.71,-5.21,25.22,0,30.4,39.1,23.4,0.0,43.0,18.9,910.1,-10.55,DOWN,5,4
2026-04-13,Tomato,Junnar(Narayangaon),Pune,867.9,1058.7,953.8,7109.0,1,0,0.857,953.8,1017.4,998.9,1052.0,952.3,-4.51,-9.33,33.81,0,30.2,38.6,24.5,0.0,40.0,16.8,989.3,3.72,UP,0,4
2026-04-14,Tomato,Junnar(Narayangaon),Pune,828.2,1010.2,910.1,8016.0,1,0,0.857,910.1,953.8,1017.4,1039.1,990.9,-10.55,-12.41,50.77,0,31.1,40.2,23.0,0.0,36.0,17.7,1052.2,15.61,UP,1,4
2026-04-15,Tomato,Junnar(Narayangaon),Pune,873.6,1065.6,960.0,8033.0,1,0,0.857,960.0,910.1,1017.4,1035.1,1037.2,-5.64,-7.26,49.73,0,31.4,39.1,24.8,0.0,25.0,16.2,1090.5,13.59,UP,2,4
2026-04-16,Tomato,Junnar(Narayangaon),Pune,900.3,1098.2,989.3,7368.0,1,0,0.857,989.3,960.0,953.8,1058.5,1073.7,3.72,-6.54,39.13,0,30.5,38.9,22.7,0.0,26.0,17.5,1090.5,10.23,UP,3,4
2026-04-17,Tomato,Junnar(Narayangaon),Pune,957.5,1167.9,1052.2,7551.0,1,0,0.857,1052.2,989.3,910.1,998.9,1046.2,15.61,5.34,48.03,0,30.5,39.6,22.2,0.0,40.0,15.0,1070.6,1.75,FLAT,4,4
2026-04-18,Tomato,Junnar(Narayangaon),Pune,992.4,1210.5,1090.5,13735.0,1,0,0.857,1090.5,1052.2,960.0,1017.4,1073.3,13.59,7.18,61.98,0,31.5,38.8,25.1,0.0,43.0,15.4,1020.9,-6.38,DOWN,5,4
2026-04-20,Tomato,Junnar(Narayangaon),Pune,974.3,1188.4,1070.6,8647.0,1,0,0.857,1070.6,1090.5,1052.2,953.8,1052.0,1.75,12.25,70.81,0,31.1,38.6,25.4,0.0,37.0,15.7,1082.9,1.15,FLAT,0,4
2026-04-21,Tomato,Junnar(Narayangaon),Pune,929.0,1133.2,1020.9,5105.0,1,0,0.857,1020.9,1070.6,1090.5,910.1,1039.1,-6.38,12.17,50.85,0,31.7,38.7,25.4,0.0,32.0,13.8,1084.0,6.18,UP,1,4
2026-04-22,Tomato,Junnar(Narayangaon),Pune,956.6,1166.8,1051.2,7844.0,1,0,0.857,1051.2,1020.9,1090.5,960.0,1035.1,-3.6,9.5,36.99,0,30.9,38.4,24.9,0.0,44.0,20.6,1122.9,6.82,UP,2,4
2026-04-23,Tomato,Junnar(Narayangaon),Pune,985.4,1202.0,1082.9,14899.0,1,0,0.857,1082.9,1051.2,1070.6,989.3,1058.5,1.15,9.46,25.66,0,31.1,38.7,25.1,0.8,39.0,13.8,1122.9,3.69,UP,3,4
2026-04-24,Tomato,Junnar(Narayangaon),Pune,986.5,1203.3,1084.0,10987.0,1,0,0.857,1084.0,1082.9,1020.9,1052.2,998.9,6.18,3.02,25.71,0,32.1,39.7,25.6,0.0,29.0,17.5,1122.9,3.59,UP,4,4
2026-04-25,Tomato,Junnar(Narayangaon),Pune,1021.8,1246.4,1122.9,10232.0,1,0,0.857,1122.9,1084.0,1051.2,1090.5,1017.4,6.82,2.97,32.12,0,33.1,40.0,26.7,0.0,28.0,13.6,1068.9,-4.81,DOWN,5,4
2026-04-28,Tomato,Junnar(Narayangaon),Pune,972.7,1186.5,1068.9,10300.0,1,0,0.786,1068.9,1122.9,1122.9,1020.9,910.1,-4.81,4.7,29.41,0,31.4,39.1,24.9,0.0,43.0,17.1,1015.4,-5.01,DOWN,1,4
2026-04-29,Tomato,Junnar(Narayangaon),Pune,920.8,1123.2,1011.9,8517.0,1,0,0.786,1011.9,1068.9,1122.9,1051.2,960.0,-9.89,-3.74,40.52,0,31.2,38.6,25.2,0.0,36.0,16.1,1034.2,2.2,FLAT,2,4
2026-04-30,Tomato,Junnar(Narayangaon),Pune,970.1,1183.3,1066.0,13222.0,1,0,0.786,1066.0,1011.9,1122.9,1082.9,989.3,-5.07,-1.56,41.37,0,30.1,37.5,24.2,0.0,41.0,20.2,1034.2,-2.98,DOWN,3,4
2026-05-01,Tomato,Junnar(Narayangaon),Pune,924.1,1127.1,1015.4,10973.0,1,0,0.786,1015.4,1066.0,1068.9,1084.0,1052.2,-5.01,-6.33,49.21,0,28.5,35.5,23.2,0.0,51.0,20.2,1054.7,3.87,UP,4,5
2026-05-02,Tomato,Junnar(Narayangaon),Pune,941.2,1148.0,1034.2,14057.0,1,0,0.786,1034.2,1015.4,1011.9,1122.9,1090.5,2.2,-7.9,46.41,0,29.0,37.0,22.6,0.0,51.0,20.3,1050.6,1.59,FLAT,5,5
