date,commodity,market,district,min_price,max_price,modal_price,arrivals_quintals,is_reported,days_since_last_report,coverage_ratio_14d,modal_price_ffill,price_lag_1d,price_lag_3d,price_lag_7d,price_lag_14d,pct_change_3d,pct_change_7d,volatility_7d,is_outlier,temperature_mean_c,temperature_max_c,temperature_min_c,precipitation_mm,relative_humidity_pct,wind_speed_kmh,future_price_3d,future_delta_pct,target_direction_3d,day_of_week,month
2026-01-30,Soyabean,Latur,Latur,4497.0,4820.9,4626.6,17728.0,1,0,0.857,4626.6,4568.7,4527.7,4413.6,4439.9,2.18,4.83,70.92,0,22.9,28.3,18.1,0.0,54.0,14.2,4681.7,1.19,FLAT,4,1
2026-02-02,Soyabean,Latur,Latur,4550.7,4878.4,4681.7,9105.0,1,0,0.786,4681.7,4626.6,4626.6,4493.2,4364.8,1.19,4.2,49.1,0,22.8,28.5,17.8,0.0,41.0,12.1,4688.5,0.15,FLAT,0,2
2026-02-03,Soyabean,Latur,Latur,4504.6,4829.0,4634.4,20053.0,1,0,0.786,4634.4,4681.7,4626.6,4527.7,4322.2,0.17,2.36,33.14,0,22.9,28.2,17.7,0.0,44.0,12.3,4677.3,0.93,FLAT,1,2
2026-02-04,Soyabean,Latur,Latur,4499.5,4823.5,4629.1,11044.0,1,0,0.786,4629.1,4634.4,4626.6,4614.4,4375.0,0.05,0.32,32.78,0,22.8,28.4,17.8,0.0,43.0,12.8,4692.3,1.37,FLAT,2,2
2026-02-05,Soyabean,Latur,Latur,4557.2,4885.4,4688.5,24843.0,1,0,0.786,4688.5,4629.1,4681.7,4568.7,4395.8,0.15,2.62,27.75,0,22.8,28.5,17.9,0.0,42.0,12.1,4692.3,0.08,FLAT,3,2
2026-02-06,Soyabean,Latur,Latur,4546.3,4873.7,4677.3,22941.0,1,0,0.786,4677.3,4688.5,4634.4,4626.6,4413.6,0.93,1.1,28.81,0,23.0,28.6,18.4,0.0,41.0,11.7,4616.2,-1.31,FLAT,4,2
2026-02-07,Soyabean,Latur,Latur,4561.0,4889.4,4692.3,16340.0,1,0,0.786,4692.3,4677.3,4629.1,4626.6,4455.8,1.37,1.42,29.83,0,23.1,29.1,17.8,0.0,42.0,11.4,4616.2,-1.62,FLAT,5,2
2026-02-09,Soyabean,Latur,Latur,4487.0,4810.1,4616.2,8448.0,1,0,0.786,4616.2,4692.3,4677.3,4681.7,4493.2,-1.31,-1.4,33.45,0,23.5,29.7,18.3,0.0,41.0,10.4,4745.5,2.8,UP,0,2
2026-02-11,Soyabean,Latur,Latur,4570.5,4899.6,4702.2,29645.0,1,0,0.714,4702.2,4616.2,4692.3,4629.1,4614.4,0.21,1.58,37.0,0,24.2,30.1,18.8,0.0,38.0,8.5,4684.6,-0.37,FLAT,2,2
2026-02-12,Soyabean,Latur,Latur,4612.7,4944.9,4745.5,24143.0,1,0,0.714,4745.5,4702.2,4616.2,4688.5,4568.7,2.8,1.22,46.88,0,24.3,30.4,19.0,0.0,40.0,12.4,4684.6,-1.28,FLAT,3,2
2026-02-13,Soyabean,Latur,Latur,4530.3,4856.6,4660.8,18224.0,1,0,0.714,4660.8,4745.5,4616.2,4677.3,4626.6,0.97,-0.35,47.3,0,24.5,30.1,18.9,0.0,39.0,10.7,4630.0,-0.66,FLAT,4,2
2026-02-14,Soyabean,Latur,Latur,4553.5,4881.4,4684.6,18749.0,1,0,0.786,4684.6,4660.8,4702.2,4692.3,4626.6,-0.37,-0.16,46.92,0,24.9,30.9,18.5,0.0,39.0,9.6,4624.4,-1.29,FLAT,5,2
2026-02-16,Soyabean,Latur,Latur,4500.4,4824.5,4630.0,12237.0,1,0,0.786,4630.0,4684.6,4660.8,4616.2,4681.7,-0.66,0.3,43.93,0,25.3,31.2,20.3,0.0,38.0,13.7,4760.3,2.81,UP,0,2
2026-02-17,Soyabean,Latur,Latur,4495.0,4818.7,4624.4,11948.0,1,0,0.786,4624.4,4630.0,4684.6,4616.2,4634.4,-1.29,0.18,42.18,0,25.4,31.1,19.9,0.0,37.0,11.8,4782.1,3.41,UP,1,2
2026-02-18,Soyabean,Latur,Latur,4464.3,4785.8,4592.9,28703.0,1,0,0.786,4592.9,4624.4,4684.6,4702.2,4629.1,-1.96,-2.32,50.32,0,24.8,30.0,19.6,0.0,39.0,14.0,4808.5,4.69,UP,2,2
2026-02-19,Soyabean,Latur,Latur,4627.0,4960.3,4760.3,25396.0,1,0,0.786,4760.3,4592.9,4630.0,4745.5,4688.5,2.81,0.31,54.61,0,25.4,31.0,20.7,0.0,41.0,12.1,4808.5,1.01,FLAT,3,2
2026-02-20,Soyabean,Latur,Latur,4648.2,4983.0,4782.1,11824.0,1,0,0.786,4782.1,4760.3,4624.4,4660.8,4677.3,3.41,2.6,70.82,0,25.8,31.6,20.5,0.0,41.0,14.9,4768.3,-0.29,FLAT,4,2
2026-02-21,Soyabean,Latur,Latur,4673.8,5010.4,4808.5,22546.0,1,0,0.786,4808.5,4782.1,4592.9,4684.6,4692.3,4.69,2.64,86.05,0,26.0,32.1,20.4,0.0,40.0,13.3,4772.3,-0.75,FLAT,5,2
2026-02-23,Soyabean,Latur,Latur,4634.8,4968.6,4768.3,8877.0,1,0,0.786,4768.3,4808.5,4782.1,4630.0,4616.2,-0.29,2.99,88.69,0,25.5,30.3,21.2,0.0,31.0,12.8,4673.5,-1.99,FLAT,0,2
2026-02-24,Soyabean,Latur,Latur,4638.7,4972.7,4772.3,28154.0,1,0,0.857,4772.3,4768.3,4808.5,4624.4,4616.2,-0.75,3.2,74.42,0,25.6,31.3,19.8,0.0,36.0,17.2,4707.8,-1.35,FLAT,1,2
2026-02-25,Soyabean,Latur,Latur,4601.3,4932.6,4733.8,25898.0,1,0,0.857,4733.8,4772.3,4808.5,4592.9,4702.2,-1.55,3.07,26.61,0,26.3,32.0,20.5,0.0,34.0,11.9,4614.3,-2.52,DOWN,2,2
2026-02-26,Soyabean,Latur,Latur,4542.7,4869.8,4673.5,24720.0,1,0,0.857,4673.5,4733.8,4768.3,4760.3,4745.5,-1.99,-1.82,47.39,0,26.6,33.1,21.2,0.0,34.0,14.5,4614.3,-1.27,FLAT,3,2
2026-02-27,Soyabean,Latur,Latur,4576.0,4905.5,4707.8,29830.0,1,0,0.857,4707.8,4673.5,4772.3,4782.1,4660.8,-1.35,-1.55,50.82,0,25.3,31.5,19.7,0.0,41.0,15.9,4503.4,-4.34,DOWN,4,2
2026-02-28,Soyabean,Latur,Latur,4485.1,4808.1,4614.3,27345.0,1,0,0.857,4614.3,4707.8,4733.8,4808.5,4684.6,-2.52,-4.04,66.29,0,24.5,30.9,18.9,0.0,40.0,13.4,4455.3,-3.45,DOWN,5,2
2026-03-02,Soyabean,Latur,Latur,4377.3,4692.6,4503.4,12150.0,1,0,0.857,4503.4,4614.3,4707.8,4768.3,4630.0,-4.34,-5.56,90.58,0,27.5,34.1,21.7,0.0,33.0,14.5,4309.4,-4.31,DOWN,0,3
2026-03-03,Soyabean,Latur,Latur,4330.6,4642.4,4455.3,18897.0,1,0,0.857,4455.3,4503.4,4614.3,4772.3,4624.4,-3.45,-6.64,103.37,0,28.2,34.0,23.3,0.0,31.0,15.4,4290.2,-3.71,DOWN,1,3
2026-03-04,Soyabean,Latur,Latur,4197.3,4499.5,4318.2,23240.0,1,0,0.857,4318.2,4455.3,4614.3,4733.8,4592.9,-6.42,-8.78,137.29,0,28.6,34.7,23.6,0.0,27.0,15.0,4301.0,-0.4,FLAT,2,3
2026-03-05,Soyabean,Latur,Latur,4188.7,4490.4,4309.4,29943.0,1,0,0.857,4309.4,4318.2,4503.4,4673.5,4760.3,-4.31,-7.79,153.09,0,28.7,34.7,23.2,0.0,26.0,13.4,4301.0,-0.19,FLAT,3,3
2026-03-06,Soyabean,Latur,Latur,4170.1,4470.4,4290.2,20450.0,1,0,0.857,4290.2,4309.4,4455.3,4707.8,4782.1,-3.71,-8.87,140.98,0,28.6,35.2,22.6,0.0,26.0,14.3,4200.0,-2.1,FLAT,4,3
2026-03-07,Soyabean,Latur,Latur,4180.6,4481.7,4301.0,27827.0,1,0,0.857,4301.0,4290.2,4318.2,4614.3,4808.5,-0.4,-6.79,126.77,0,29.2,36.0,23.0,0.0,24.0,14.5,4200.0,-2.35,FLAT,5,3
2026-03-09,Soyabean,Latur,Latur,4082.4,4376.4,4200.0,14039.0,1,0,0.857,4200.0,4301.0,4290.2,4503.4,4768.3,-2.1,-6.74,75.09,0,29.5,35.6,23.9,0.0,20.0,15.1,4308.9,2.59,UP,0,3
2026-03-10,Soyabean,Latur,Latur,4082.4,4376.4,4200.0,22502.0,1,0,0.857,4200.0,4200.0,4301.0,4455.3,4772.3,-2.35,-5.73,51.44,0,29.0,35.1,23.3,0.0,25.0,13.5,4241.8,1.0,FLAT,1,3
2026-03-11,Soyabean,Latur,Latur,4105.6,4401.3,4223.9,19867.0,1,0,0.857,4223.9,4200.0,4301.0,4318.2,4733.8,-1.79,-2.18,50.35,0,29.1,36.3,22.5,0.0,27.0,11.7,4284.0,1.42,FLAT,2,3
2026-03-12,Soyabean,Latur,Latur,4188.2,4489.8,4308.9,23933.0,1,0,0.857,4308.9,4223.9,4200.0,4309.4,4673.5,2.59,-0.01,50.27,0,30.1,36.7,22.8,0.0,20.0,11.6,4284.0,-0.58,FLAT,3,3
2026-03-13,Soyabean,Latur,Latur,4123.0,4420.0,4241.8,10384.0,1,0,0.857,4241.8,4308.9,4200.0,4290.2,4707.8,1.0,-1.13,48.85,0,30.2,36.0,23.7,0.0,19.0,14.3,4270.1,0.67,FLAT,4,3
2026-03-14,Soyabean,Latur,Latur,4164.1,4463.9,4284.0,10138.0,1,0,0.857,4284.0,4241.8,4223.9,4301.0,4614.3,1.42,-0.4,46.48,0,30.1,36.4,25.2,0.0,22.0,14.5,4225.4,-1.37,FLAT,5,3
2026-03-16,Soyabean,Latur,Latur,4150.6,4449.5,4270.1,26820.0,1,0,0.857,4270.1,4284.0,4241.8,4200.0,4503.4,0.67,1.67,38.45,0,27.9,33.9,21.3,0.0,27.0,13.7,4356.9,2.03,FLAT,0,3
2026-03-17,Soyabean,Latur,Latur,4107.1,4402.8,4225.4,8470.0,1,0,0.857,4225.4,4270.1,4284.0,4200.0,4455.3,-1.37,0.6,32.74,0,27.9,33.8,22.0,0.0,30.0,17.3,4376.3,3.57,UP,1,3
2026-03-18,Soyabean,Latur,Latur,4205.7,4508.6,4326.9,10860.0,1,0,0.857,4326.9,4225.4,4284.0,4223.9,4318.2,1.0,2.44,35.48,0,27.7,33.3,22.4,0.0,30.0,16.0,4451.0,2.87,UP,2,3
2026-03-19,Soyabean,Latur,Latur,4234.9,4539.9,4356.9,24405.0,1,0,0.857,4356.9,4326.9,4270.1,4308.9,4309.4,2.03,1.11,45.76,0,26.1,30.6,20.2,0.6,38.0,17.7,4451.0,2.16,FLAT,3,3
2026-03-20,Soyabean,Latur,Latur,4253.7,4560.1,4376.3,16836.0,1,0,0.857,4376.3,4356.9,4225.4,4241.8,4290.2,3.57,3.17,52.72,0,24.6,30.3,18.5,0.0,48.0,13.6,4532.4,3.57,UP,4,3
2026-03-21,Soyabean,Latur,Latur,4326.4,4638.0,4451.0,19672.0,1,0,0.857,4451.0,4376.3,4326.9,4284.0,4301.0,2.87,3.9,75.4,0,25.5,31.1,20.2,0.0,40.0,14.0,4487.8,0.83,FLAT,5,3
2026-03-23,Soyabean,Latur,Latur,4405.5,4722.8,4532.4,28306.0,1,0,0.857,4532.4,4451.0,4376.3,4270.1,4200.0,3.57,6.14,100.05,0,28.1,34.4,22.7,0.0,28.0,12.6,4444.8,-1.93,FLAT,0,3
2026-03-24,Soyabean,Latur,Latur,4362.1,4676.3,4487.8,23863.0,1,0,0.857,4487.8,4532.4,4451.0,4225.4,4200.0,0.83,6.21,74.67,0,28.9,34.9,23.9,0.0,31.0,12.8,4508.2,0.45,FLAT,1,3
2026-03-25,Soyabean,Latur,Latur,4322.1,4633.3,4446.6,26593.0,1,0,0.857,4446.6,4487.8,4451.0,4326.9,4223.9,-0.1,2.77,60.56,0,29.4,35.4,24.1,0.0,29.0,14.8,4482.5,0.81,FLAT,2,3
2026-03-26,Soyabean,Latur,Latur,4320.3,4631.4,4444.8,20459.0,1,0,0.857,4444.8,4446.6,4532.4,4356.9,4308.9,-1.93,2.02,47.37,0,30.4,36.2,24.7,0.0,29.0,14.0,4482.5,0.85,FLAT,3,3
2026-03-27,Soyabean,Latur,Latur,4382.0,4697.6,4508.2,9157.0,1,0,0.857,4508.2,4444.8,4487.8,4376.3,4241.8,0.45,3.01,35.19,0,31.0,36.5,26.6,0.0,26.0,16.0,4494.6,-0.3,FLAT,4,3
2026-03-28,Soyabean,Latur,Latur,4357.0,4670.7,4482.5,8999.0,1,0,0.857,4482.5,4508.2,4446.6,4451.0,4284.0,0.81,0.71,33.66,0,30.1,36.5,24.5,0.0,24.0,18.0,4502.1,0.44,FLAT,5,3
2026-03-30,Soyabean,Latur,Latur,4368.7,4683.3,4494.6,8931.0,1,0,0.857,4494.6,4482.5,4508.2,4532.4,4270.1,-0.3,-0.83,23.85,0,27.9,35.7,22.9,1.9,46.0,28.7,4468.9,-0.57,FLAT,0,3
2026-03-31,Soyabean,Latur,Latur,4376.1,4691.2,4502.1,28235.0,1,0,0.857,4502.1,4494.6,4482.5,4487.8,4225.4,0.44,0.32,25.38,0,26.8,32.6,20.8,0.0,56.0,11.2,4424.0,-1.73,FLAT,1,3
2026-04-01,Soyabean,Latur,Latur,4263.4,4570.5,4386.3,24002.0,1,0,0.857,4386.3,4502.1,4482.5,4446.6,4326.9,-2.15,-1.36,42.88,0,28.7,35.3,23.9,0.0,44.0,19.0,4316.3,-1.6,FLAT,2,4
2026-04-02,Soyabean,Latur,Latur,4343.7,4656.6,4468.9,17876.0,1,0,0.857,4468.9,4386.3,4494.6,4444.8,4356.9,-0.57,0.54,41.31,0,26.2,33.1,21.9,0.7,56.0,19.6,4316.3,-3.41,DOWN,3,4
2026-04-03,Soyabean,Latur,Latur,4300.2,4609.8,4424.0,9252.0,1,0,0.857,4424.0,4468.9,4502.1,4508.2,4376.3,-1.73,-1.87,42.28,0,26.6,32.7,20.8,0.2,56.0,13.9,4387.7,-0.82,FLAT,4,4
2026-04-04,Soyabean,Latur,Latur,4195.5,4497.6,4316.3,15074.0,1,0,0.857,4316.3,4424.0,4386.3,4482.5,4451.0,-1.6,-3.71,68.21,0,27.4,32.8,22.5,0.0,46.0,17.0,4308.1,-0.19,FLAT,5,4
2026-04-06,Soyabean,Latur,Latur,4264.9,4572.0,4387.7,25363.0,1,0,0.857,4387.7,4316.3,4424.0,4494.6,4532.4,-0.82,-2.38,70.83,0,26.8,32.6,20.1,0.0,37.0,14.1,4242.7,-3.3,DOWN,0,4
2026-04-07,Soyabean,Latur,Latur,4187.5,4489.0,4308.1,16623.0,1,0,0.857,4308.1,4387.7,4316.3,4502.1,4487.8,-0.19,-4.31,61.69,0,27.5,34.1,20.8,0.0,38.0,22.9,4284.6,-0.55,FLAT,1,4
2026-04-08,Soyabean,Latur,Latur,4112.5,4408.7,4231.0,15960.0,1,0,0.857,4231.0,4308.1,4316.3,4386.3,4446.6,-1.98,-3.54,80.85,0,27.7,34.1,21.7,0.0,44.0,26.3,4200.0,-0.73,FLAT,2,4
2026-04-09,Soyabean,Latur,Latur,4123.9,4420.9,4242.7,24859.0,1,0,0.857,4242.7,4231.0,4387.7,4468.9,4444.8,-3.3,-5.06,70.04,0,28.0,34.4,21.5,0.0,44.0,15.6,4200.0,-1.01,FLAT,3,4
2026-04-10,Soyabean,Latur,Latur,4164.6,4464.6,4284.6,24468.0,1,0,0.857,4284.6,4242.7,4308.1,4424.0,4508.2,-0.55,-3.15,52.51,0,29.9,36.0,24.2,0.0,30.0,14.6,4200.0,-1.97,FLAT,4,4
2026-04-11,Soyabean,Latur,Latur,4082.4,4376.4,4200.0,25628.0,1,0,0.857,4200.0,4284.6,4231.0,4316.3,4482.5,-0.73,-2.69,63.12,0,31.6,38.1,25.0,0.0,22.0,12.8,4200.0,0.0,FLAT,5,4
2026-04-14,Soyabean,Latur,Latur,4082.4,4376.4,4200.0,23314.0,1,0,0.786,4200.0,4200.0,4200.0,4308.1,4502.1,0.0,-2.51,32.56,0,33.1,39.5,27.3,0.0,21.0,15.2,4333.7,3.18,UP,1,4
2026-04-15,Soyabean,Latur,Latur,4082.4,4376.4,4200.0,25466.0,1,0,0.786,4200.0,4200.0,4200.0,4231.0,4386.3,0.0,-0.73,33.33,0,33.0,39.6,25.9,0.0,17.0,18.5,4415.6,5.13,UP,2,4
2026-04-16,Soyabean,Latur,Latur,4124.3,4421.4,4243.1,22616.0,1,0,0.786,4243.1,4200.0,4200.0,4242.7,4468.9,1.03,0.01,33.38,0,32.7,39.9,26.0,0.0,15.0,17.4,4415.6,4.07,UP,3,4
2026-04-17,Soyabean,Latur,Latur,4212.4,4515.7,4333.7,24125.0,1,0,0.786,4333.7,4243.1,4200.0,4284.6,4424.0,3.18,1.15,50.44,0,32.8,39.9,25.6,0.0,25.0,16.4,4525.0,4.41,UP,4,4
2026-04-18,Soyabean,Latur,Latur,4291.9,4601.0,4415.6,25853.0,1,0,0.786,4415.6,4333.7,4200.0,4200.0,4316.3,5.13,5.13,85.85,0,33.8,40.7,27.8,0.0,17.0,16.9,4445.7,0.68,FLAT,5,4
2026-04-20,Soyabean,Latur,Latur,4398.3,4715.1,4525.0,16096.0,1,0,0.786,4525.0,4415.6,4333.7,4200.0,4387.7,4.41,7.74,125.15,0,32.5,39.1,25.5,1.3,28.0,14.3,4377.4,-3.26,DOWN,0,4
2026-04-21,Soyabean,Latur,Latur,4321.2,4632.4,4445.7,15067.0,1,0,0.786,4445.7,4525.0,4415.6,4200.0,4308.1,0.68,5.85,115.63,0,33.3,38.5,27.2,0.0,21.0,19.0,4404.4,-0.93,FLAT,1,4
2026-04-22,Soyabean,Latur,Latur,4287.2,4596.0,4410.7,28854.0,1,0,0.786,4410.7,4445.7,4415.6,4200.0,4231.0,-0.11,5.02,88.8,0,33.0,39.1,26.0,0.0,26.0,10.7,4473.9,1.43,FLAT,2,4
2026-04-23,Soyabean,Latur,Latur,4254.8,4561.2,4377.4,21312.0,1,0,0.786,4377.4,4410.7,4525.0,4243.1,4242.7,-3.26,3.17,59.21,0,33.4,39.3,26.7,0.0,20.0,16.2,4473.9,2.2,FLAT,3,4
2026-04-24,Soyabean,Latur,Latur,4281.1,4589.4,4404.4,20357.0,1,0,0.786,4404.4,4377.4,4445.7,4333.7,4284.6,-0.93,1.63,47.34,0,34.1,39.7,27.4,0.0,20.0,16.8,4398.7,-0.13,FLAT,4,4
2026-04-25,Soyabean,Latur,Latur,4348.6,4661.8,4473.9,15031.0,1,0,0.786,4473.9,4404.4,4410.7,4415.6,4200.0,1.43,1.32,49.9,0,34.7,40.2,28.7,0.0,19.0,13.4,4463.2,-0.24,FLAT,5,4
2026-04-27,Soyabean,Latur,Latur,4275.5,4583.4,4398.7,20136.0,1,0,0.857,4398.7,4473.9,4404.4,4525.0,4200.0,-0.13,-2.79,38.26,0,35.0,40.6,29.2,0.0,19.0,18.2,4564.5,3.77,UP,0,4
2026-04-28,Soyabean,Latur,Latur,4338.3,4650.7,4463.2,15579.0,1,0,0.857,4463.2,4398.7,4473.9,4445.7,4200.0,-0.24,0.39,40.25,0,34.6,40.4,28.7,0.0,22.0,19.4,4534.3,1.59,FLAT,1,4
2026-04-29,Soyabean,Latur,Latur,4327.4,4639.1,4452.1,27688.0,1,0,0.857,4452.1,4463.2,4473.9,4410.7,4200.0,-0.49,0.94,40.18,0,33.9,41.2,27.2,0.0,21.0,25.5,4606.9,3.48,UP,2,4
2026-04-30,Soyabean,Latur,Latur,4436.7,4756.2,4564.5,21313.0,1,0,0.857,4564.5,4452.1,4398.7,4377.4,4243.1,3.77,4.27,55.09,0,32.3,39.5,25.6,0.0,27.0,23.6,4606.9,0.93,FLAT,3,4
2026-05-01,Soyabean,Latur,Latur,4407.3,4724.7,4534.3,18625.0,1,0,0.857,4534.3,4564.5,4463.2,4404.4,4333.7,1.59,2.95,54.52,0,31.2,38.6,24.6,0.0,38.0,22.0,4624.8,2.0,FLAT,4,5
2026-05-02,Soyabean,Latur,Latur,4477.9,4800.4,4606.9,26937.0,1,0,0.857,4606.9,4534.3,4452.1,4473.9,4415.6,3.48,2.97,72.28,0,31.9,39.4,24.6,0.0,38.0,20.1,4590.8,-0.35,FLAT,5,5
2026-05-04,Soyabean,Latur,Latur,4495.4,4819.1,4624.8,18962.0,1,0,0.857,4624.8,4606.9,4534.3,4398.7,4525.0,2.0,5.14,70.29,0,30.6,37.9,23.0,0.0,38.0,19.6,4618.8,-0.13,FLAT,0,5
2026-05-05,Soyabean,Latur,Latur,4462.3,4783.6,4590.8,26638.0,1,0,0.857,4590.8,4624.8,4606.9,4463.2,4445.7,-0.35,2.86,59.65,0,31.2,37.2,23.8,0.0,35.0,19.9,4709.3,2.58,UP,1,5
